Consumer_complaint,Product,Sentiment,Priority
"I had a loan from capital one auto finance, the address on my lean title does n't match with what been set up online, i unfortunately tried to resolve the issue with capital one auto finance, but they could n't help me, i also have two credit cards ending by XXXX and XXXX, but there is no problem with my address. The only problem occurred when i just want to update my right address :XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, NY XXXX or XXXX XXXX XXXX XXXX XXXX XXXX XXXX, NY XXXX. Both are the same. capital one auto finance had a restriction on there website, not to allow 32 characters, and not to let me also use XXXX XXXX XXXX XXXX XXXX WHICH is less than 32 characters. If this issue never been resolved i will never get my car after paying off the loan to capital one auto finance. the principal original loan was {$32000.00}, with a monthly payment of {$590.00}, payable every thirteen of the month.",Loans,0,1
"XXXX NAVIENT Complaint To whom it may concern, NAVIENT Called me today. It seems that my conversation with them last Friday, XXXX XXXX, XXXX was not documented XXXX XXXX, I made my first-ever payment to the NAVIENT department online, I also set up a direct deposit account as well. This would ensure my payment would be met, on time, each month. 

Friday, XXXX XXXX, XXXX, at XXXX, I answered my phone to a woman representing the NAVIENT department. The woman was calling to inform me that I had missed both XXXX and XXXX payments and that I was delinquent. I told her I would be able to pay the full amount on XXXX XXXX, in full. We agreed this would be best. She than directed my phone call to an automated message stating the terms and conditions of forbearance on my student loans. After the recording finished, the womens voice returned and she asked me if I agree to the terms and conditions stated in the automated voice message, I said No Way. We both agreed that it would be best to not forbear my loans and that I can pay the full amount in XXXX. 

Today, Tuesday, XXXX XXXX, XXXX, at XXXX, I answered my phone to a different woman representing the NAVIENT department. The woman was calling to inform me that I had missed both XXXX and XXXX payments and that I was delinquent. I told her I would be able to pay the full amount on XXXX XXXX, and I also talked with another representative of NAVIENT last week. She then told me that her college must not have taken these notes and that therefore she is calling today. 

We both agreed that it would be best to not for bare my loans and that I can pay the full amount in XXXX, only this time, I told her I do not, in any way, agree to for bare my loans, She stated, If you do not forbear your loan it will look much worse than if you were to just for bare them until you can pay the full amount!. Again, I told her No and No again! She kept trying to get me to agree to the stupid forbearance. 
Finally, she ended the conversation with, Fine if youre not willing to forebear your loan than we will continue to call you every day until you pay in full, I said, Fine, and we were disconnected. 

I set up AUTO Pay in XXXX, after checking my account today, while on the phone with her, I was presented with a screen stating, my loans were not eligible for Auto Pay. 
As I write this, I am watching my account, and it has been pushed from In Grace to Past Due. 

This is not okay, I should not be past due, I should not be bullied into placing my loans in forbearance! 

Respectfully, xxxx",Loans,0,0
"Here is my issue : My automobile loan was with First Niagara. I never had any issues. The service was great! First Niagara was then bought out by KeyBank. Since KeyBank has taken over my auto loan, I have had nothing but issues. 

Through my bank 's Bill Pay ( XXXX ) I have set up to make my monthly payments to KeyBank. For each of the last three or four months, KeyBank refuses to accept my payment. I then am forced to call KeyBank and when I try to explain my issue, I get hung up on. I have to call back one or two more times to get someone that will not hang up on me. I am then forced to make a payment over the phone, in which KeyBank charges convenience fees for. 

Each time I call, I then find out that there are late fees on my account. Mind you, each month I call and explain the issue, I am told that the fees will be waived. Last month when I called, KeyBank told me the issue was that I had the wrong address for their company. This is the same PO Box that KeyBank had given to me. So I changed the PO Box to what their service representative told me the address should be. I look yesterday at my bank account and see that the payment has been returned again this month. 

I am tired of the games with KeyBank. I am the XXXX and I pay my bills religiously. Please help me. I am also apparently not the only one that is having issues with KeyBank : XXXX I would love to discuss this with you.",Loans,0,0
"Navient has forwarded my account to collections and legal action because I have not paid. I have been trying to pay but due to being out of work ( even though I was trying my hardest to find work ), I could not afford any payments. I explained my situation and they would ask for my income vs expenses and agreed that I had no extra income in which to pay, yet when a manager was contacted I was told I had to pay if I did n't want further action to be taken. I felt bullied into trying to find money that I did n't have because I would receive at least 6 calls a day everyday from their different locations saying that I had to pay or I would be taken to court. I was never offered a reasonable repayment plan. I would explain to them my situation and offer an amount I could definitely pay but was continuously told that was n't enough. They kept suggesting using a credit card - which I do n't have - or ask people I know for the money. I do n't know anyone who I could ask for that money. I feel that they should have been willing to take any amount I could pay a month instead of rejecting everything I suggested. My interest has added {$1000.00} 's of dollars to my loan and this has affected my credit. Navient is now telling me that they will take me to court due to non-payment. I just got a minimum wage job and am willing to pay but that is no longer an option.",Loans,0,1
"XX/XX/XXXX I switched to a income based repayment plan. Prior to this, I was enrolled in auto-pay and received a 0.25 % decrease on my interest rate. After switching to income based repayment I was locked out of my online account. I have been calling Navient since the beginning of the year for this to be resolved and they have it being looked at by IT but still no results. In the meantime, I have been unable to access my online account for payment information and notifications. I also have not been able to enroll in auto-pay which has made me pay the extra 0.25 % interest since I switched my repayment option. Navient is not resolving my online access ability and sending me emails but I have no way to access the information they send me via email because it requires you to login online at Navient.com.",Loans,0,1
"This complaint is about fraud student forgiveness programs and not doing as they promised. I refuse to payback Equitable Acceptance for their fraud and I will not have my credit ruined because of it. 
Equitable Acceptance promised to get rid of my loans after paying consistently {$49.00} for 3 years until my changed balance of my loans, {$1300.00} was all paid off. 
I was a student at XXXX  College for XXXX XXXX and the program was {$17000.00}. I applied for financial aide and they were able to give me four loans. The first two loans was given to me on XX/XX/XXXX. The Direct Stafford Loan which is {$3500.00} and a Direct Unsub Stafford Loan for {$6000.00}. The next loans I received was on XX/XX/XXXX. Direct Stafford Loan of {$1500.00} and Direct Unsub Stafford for {$660.00}. I paid this through XXXX. It was a student program that combined all my loans into one and each of my monthly payment of {$120.00} would be split into four for each of the loans. The monthly payment got too high for me so I decided to stop on XX/XX/XXXX and sign up for an income driven repayment plan, which was XXXX. I joined on XX/XX/XXXX. All my remaining loans transferred to XXXX and they consolidated my loans into {$11000.00} as my new balance and marked it as pain in full on XXXX. Seeing the amount of my monthly payments in advance made me realize it wasn't the help I needed. I started looking into student loan forgiveness programs. I found out about Equitable Acceptable. Their plan was to have me pay monthly {$49.00} for years until my new current balance for {$1300.00} is paid off and it will have all my loans removed. They promised me that I will have nothing to worry about as they will reduce it until I have no more student loans. I received a call from XXXX on XX/XX/XXXX informing me that I was late on my loans and now I owe {$11000.00}. None of the money I was paying Equitable Acceptance was going into my loans. I have paid Equitable Acceptance about {$360.00} that never went into my loans at all. I called Equitable Acceptance to ask about the situation. They refused to tell me where any of my payments were going and also wouldn't send me any receipts showing my payments. He told me to contact Simple Repayment as for they handle all the money? I've never heard of them and I had no idea they were part of this program that was handling my money. I'm furious. I told the person on the phone how my loans got higher because none of the payments I made was going into it and the man got dismissive. So I asked to be removed from the program and he wouldn't give me that option until I pay off my balance. I will not be continuing my services with Equitable Acceptance or Simple Repayment for they are putting me more in debt instead of helping out. I am not dealing with this program anymore and I will not let them ruin my credit because of this. I will take further actions and will get a lawyer involved if this isn't straightened out. I will not let this scam ruin my credit.",Loans,0,0
"Dear XXXX XXXX : Thank you for the reply to matter # XXXX. Please let me clarify and respond. 
1. My requests to you for your personalized response, left on your direct voicemail ( XXXX/XXXX/XXXX, XXXX/XXXX/XXXX & XXXX/XXXX/XXXX ) where all attempts to grant you permission to call and discuss the matter with me. Hiding behind a request by me not to receive automated collection calls is absurd. You officially, on the record, have my permission to call me to discuss this matter. 
2. Beginning in XXXX XXXX, by my frequent and regular communications with Discover I have expressed nothing by an interest in working out these obligations so that I can better pay them on a regular basis while also begin repaying my federally secured student loans. Asking for a principal reduction was only one request. If you were to spend some time listening to previous calls and reading account notes, had your team members properly documented the account, you would also hear my many requests to restructure the loans to lower the monthly payment. That can be done by graduating payments, amortizing over a longer period of time, forbearing one loan while the other is being repaid, reducing the interest rate, and on and on. The number of possible work out solutions is quite expansive. Instead, your company with their consistent and robotic responses have said there is nothing we can do. 
3. Contradictorily, your representatives have also told me each time I called since XXXX that I could pay a lesser amount, representing one month 's payment per loan to avoid the loans charging off at 150 days. I was also told, on numerous occasions now, that the loans would be turned over to the insurer after the loans have charged off at the expiration of 150 days past due. 
Since XXXX, I have been following that edict, alternating payments of approximately {$230.00} per loan around the XXXX and the XXXX of each month. The significance to those dates is that when I called in XXXX, I was told by the representative that Loan XXXX was at that time 141 days past due and that it would hit 150 days past due on XXXX/XXXX/XXXX. On the same call, I was told that loan XXXX was 110 days past due and that it would hit the 150 days past due mark on XXXX/XXXX/XXXX. I have not missed a payment since making the first payment on XXXX/XXXX/XXXX. Surprisingly, when I called this week on XXXX/XXXX/XXXX to make a payment ( the first business day after XXXX/XXXX/XXXX ), I was told both loans were 139 days past due and that they would hit the 150 day mark on XXXX/XXXX/XXXX. This is highly questionable given my payment history since XXXX and at the least, unfair and deceptive treatment given prior conversations with your company 's representatives. 
4. What has become even more alarming now, is that in your response to my CFPB inquiry and complaint is your position that you "" will be [ filling ] a claim with XXXX soon '' and that my only recourse at this stage is to bring the accounts current. Not only is this statement abusive in that it now threatens something that is contrary to what I have consistently been told since XXXX, it is unfair and deceptive. This bait and switch approach to collections is the very reason the CFPB exists, to help level the field and open communications between company and consumers. If I could afford to bring my accounts current on the schedule you now prescribe, I would not be talking to you, your collection representatives, or the CFPB. 

Please see attached document for the rest of this grievance. Thank you!",Loans,0,0
"This is my second complaint against my loan service, being made one week after I filed the last. 

I have been harassed with phone calls for over a month, being prompted with inaccurate billing information. Today, the representative who contacted me uncovered even more issues with how this has been handled. 

On XX/XX/XXXX I made what I believe was my final payment, only to be later called asking for {$110.00} dollars, and upon investigation the account shows only a {$4.00} balance. However that is from a late fee processed before requesting a final payoff amount. Every call since has requested the {$110.00} still despite being inaccurate. 

Today the service representative shocked by my situation, found that the late fee they have stated I owe was itself improperly processed and in fact I have overpaid my account and should have been issued a refund of {$0.00}. 

So I have received many calls, prompting me to pay {$110.00} when my balance was only {$4.00}, which I was told would be addressed. Only to find out from the 13th person I have spoken to about this, that not only was the {$4.00} mistaken, that it was improperly processed on my account and that I have in fact overpaid. Worst of all, none of the other reviews I have requested where ever actually targeted towards disputing that fee. 

This has been grossly mishandled, to the point that the rep I spoke with today agreed this all has been "" highly inappropriate '', and has only now after a dozen calls actually assisted me in filing to have it properly disputed. Apparently every other representatives assuring remarks ( save for one supervisors condescension ) have been hollow as none of them actually investigated my account to uncover the extent that it was mismanaged.",Loans,0,0
"I refinanced  Parent Plus L oans that I took out for my children 's college education. I came into really hard financial times and had could n't make the payments. I went through a third party company, FedLoan Help. I have had payments of {$91.00} drafted out of my account for a year and none of them have gone towards my Parent Plus Loans with FedLoan. This began on  XXXX  and the last draft was on  XXXX .     FedLoan Help said, via an e-mail, that I have been approved for a refund but now they do not have the funds. I feel now that I 've been scammed.     I have included e-mailed correspondence with FedLoan Help. I 've tried and tried to upload my bank statements showing the drafts. I ca n't get it to work.  May I  fax them to you somehow or mail them?     Thank you!     Please help!",Loans,1,1
A collection action appeared on my credit bureau file today for Midwest Recoveries for {$760.00} for a 2012 loan that I did not apply for or receive. Today is the first time I have heard of this. The phone number on the file prompted me to call and I spoke with XXXX that said he received it from attorney XXXX,Loans,1,1
"My son, XXXX XXXX XXXX attended XXXX XXXX XXXX and received his degree in XXXX. I co signed on the loans with him. He paid on his loan with Wells Fargo without missing a payment when he had his first job. Then he moved to XXXX XXXX and was in the process of finding work. We took a forebearance for about 5 months. As soon as he got back on track he began paying his loan again. We requested that I be removed from his student loan obligation, and I was told that since he took the forebearance, we no longer qualify for me to be removed. He has been making payments for over a year now in good standing and they still will not remove me as a cosigner. Please let me know what information you require to research. 
Thank you. 

XXXX XXXX XXXX",Loans,1,1
I took out a loan the Leander was taking hundreds of dollars out of my account per month but the debt was not being paid off after several weeks of paying I was told there is an {$8.00} a day interest rate I do not think that is fair and I know the loan should be paid but now lender is threating wage garnishment,Loans,0,1
"I purchased a new XXXX XXXX XXXX which was financed through Wells Fargo at 4.99 % and I was told that after XXXX year I could refinance to lower my payments. Yesterday I called them to refinance and they told me that they could lower the payment from {$560.00} to {$540.00} but the rate would be 7 %. This does not really provide me with any options. The {$560.00} payment is too high. The folks that I spoke with were very non empathetic and gave me the impression that they could not care less about my situation and there was no attempt to try and resolve this issue. 
I have run into hard time and had to move into a place with a higher rent and so I do n't have the disposable income that I originally had to pay this high payment. All I am asking for is a reduction that will help me stabalize",Loans,0,1
"I originated this loan in XXXX. It was for the purchase of a XXXX Carry over truck but it was new.We got the loan at 0 % interest rate. Things were going well as far as payments and amounts being correct until they did a update to their computer system in XX/XX/XXXX. Ever since then there has been a discrepancy of about {$400.00}. I have called and emailed numerous times. I can go back just like they can in payment history, yes I have moved my payment due date but I had always paid in the end what it said the payment was. I did split my payments in 1/2. I did a complete printout of my loan payments since the origination of the loan. If what they are telling me is correct that this is all late fees that had occurred since the opening of the loan and were not paid 1. Why were no phone calls made to me? 2. Why was it not stated on the online account page until XX/XX/XXXX? If there are late fees still owed fine I will pay them but I DO NOT agree with the {$400.00} they are saying it is. I can calculate and in the worst case it is like {$50.00} I owe!! Every time I call the representative says yes I see it and I will get it taken care of.Then there is also times the computer system is down. That has happened alot! They always assure me the problem will get fixed Well guess what it isn't!! GM Financial prides itself on its customer service. That's a load of XXXX!! Even if they offer the 0 % financing really think long and hard about taking it!! This company will put you through XXXX!!",Loans,0,1
"On XX/XX/XXXX at about XXXX XXXX I received a call on my cell phone from someone identifying themselves as Investigator XXXX. This person immediately started to scream at me regarding a Nissan Versa that is under my father 's name and that I am consigned on. XXXX did not explain the situation, she just began to scream that they were going to take my car and there was an alert out and I would not be allowed to take anything out of it. When I asked what was going on she just kept screaming "" ask you dad '' and refused to give me more information. 

My father has been making payments on this car since XX/XX/XXXX. I have never been contacted regarding a missed payment. I did not have access to this account prior to Friday XX/XX/XXXX. XXXX would not let me speak or give me answers. I know my rights, and I know that I have a right to be told what the problem is and I also have a right to try to fix it, which I did, immediately. Just like I would have made a payment if someone had contacted me XX/XX/XXXX when this problem began. I have a right to know if something is wrong. I have a right to not be screamed at and treated basically like I am a criminal. 

I understand this is my father 's fault. Lately he has proven himself untrustworthy and a liar, but I swear I did not know there was a problem. I rely on this vehicle to get to work, to take my daughter who is mentally ill to her appointments, and to take her to get her medications. I was terrified this weekend, even though I fixed the problem on Friday when someone in the Finance department finally listened to me and helped. I hid in my house, afraid that my daughter would be around for some repo man to violate my rights as a consumer. Every time I heard a car that sounded like a tow truck I cried. I hid. I am a citizen who has never been in trouble and this weekend I felt like someone was coming to arrest me. That is unacceptable. Just like my father not paying and not letting me know and giving you all the run around is unacceptable. 

Going forward I will be making the payments myself and I am taking the proper steps to remove him from this contract. I have not seen him and I have not talked to him prior to Friday when I called and asked what the problem was, and he continued to lie to me which tells me he has been lying to you all about the payments. I know you all probably hear this all the time, but I was not made aware of the situation, by my father or by Nissan. I would think that a call or a message to my cell would be the appropriate steps before having some "" investigator '' call me screaming about the car. If I would have known XX/XX/XXXX that there was a problem I would have paid, but I was not given that right. 

I have exercised my right to cure the default, and I now want a guaranteed that the system has been updated and that I do not have to be afraid that when I go somewhere my car will not be gone when I come out. I want to know why your employee is allowed to speak to me in the manner that was used. I want to know what is being done about the failure to notify me, the other person on the contract, that there was a problem. I want to know what the consequence is for Investigator XXXX not informing me what the problem is and letting me know my options. I do understand that this is a grave mistake made by my father, and I should have checked on it, but I did not have a reason to think anything was wrong since he has been paying for three years and most importantly was not made aware of a problem. I understand the gravity of the situation but feel that it could have been explained to me before I was screamed at. I have a right to know the details. 

I would appreciate a response since I am now afraid to drive my car. I have taken the proper steps to ensure that this not happen ever again as I am now the only contact on the account. I",Loans,0,0
I have been working hard to address my student loans with no help from navient. I have applied for income based repayment however they have never responded in writing to my multiple request and when I call I am always given a different monthly amount as my new repayment amount that I well above what I am capable of paying especially in the midst of  XXXX  and a divorce.,Loans,1,1
"My payments are setup weekly, but I make the payments bi-weekly. In XX/XX/XXXX someone tried to steal my auto and because I have this disable device installed. The criminals damaged it and I had to get it replaced. With the older device when I was having trouble making the full payment I could install a code that would get me to my next payday. However, now since the new device has been installed, AutoTrakk is constantly disable my vehicle leaving me stranded along the highways. This past Thursday XX/XX/XXXX I made a payment of {$180.00} to cover the payment that was due. I also have full coverage on the vehicle as well, but because the deductible is suppose to be {$500.00} rather than {$1000.00} AutoTrakk disable my vehicle when was 50 miles from my home. I have had this vehicle almost 4 years and every year this coming is starting to get worst to deal with. After sitting in my car disable for 30 min, I was finally able to drive the vehicle home. I feel this is unfair to me, I pay on the vehicle and I get full coverage on it. So, why am I always having to deal with this company disabling the vehicle every time that feel like it over stupid issues.",Loans,0,1
I have a car repo and take i feel that just take my money i put XXXX dowm payment when we sstar the procces i say that i only have XXXX for down payment but they releaseme a car but later they cant aprove because i will need more ddaw payment i say i have XXXX but later they say not enouhg that i will need a least XXXX that i say ok i was driven thr car already they put in 3 payment XXXX +XXXX+XXXX when the XXXX payment i dont make i recieve a call that i have to pay or they will come for the car and then a month pass and i recieve a call from finance loan that i dont was aprrove i call dealer and they say is ok i olso buy a GAP insurance i dont know why if i have XXXX deductible but the problem is that i buy the car and was no condicion i have to expend XXXX on alternador amd battery new but the worsh is they use something that when the day after i dont make a payment they kill the car i can drive how they want me to pay if i dont move arround to work because they dont let me drive and by the end no was two months amd finaly they come for the car a police plate in the neck nock my door and say that he will take the car amd if i dont move the my other car he will use the force i was checking the XXXX and i get other vin check and no mach wath they give me i endent paying about XXXX and i still dont know where to claim can i do something about?,Loans,0,1
"I have a loan for a XXXX XXXX XXXX with Exeter finance. I have found a payment of XXXX dollars dated XXXX XXXX for which my account was not credited. Also I am not able to ever get a breakdown on how much of a payment went toward principle, it is very difficult to get answers from their Customer Service I have in times past spent hours trying to determine why my payoff remains so high.",Loans,0,1
In XXXX of 2018 I called Chase Auto Finance to request a 60 day extension on my Auto Loan. Due to the the fact I was having a financial difficulty and I needed the extension not only to get caught up but to get some breathing room due to the past few months have been very hard on me financially. My spouse fell ill and has not been able to work leaving me the primary caretaker of our home and children. So prior to the call my reason was that and in XXXX of 2018 I was a victim to damage to my current car that I requested the extension on. I was driving down the highway and someone transporting bulk waste didn't tie down the contents and debris came and hit my hood windshield and undercarriage. I was not able to catch up to the car due to the accident it cause I had to pull over. So I have to pay for this out of pocket and the expenses are well over XXXX. This includes repairs and rental car and fuel. I just needed help. So I called Chase explained this to them today XX/XX/2018 I was told that I as eligible transferred to a specialist explained my position and was denied. Keep in mind my account has never been 30 days late ... I always pay between 7 - 17 days past due. I have never had a late fee until now and I have had this loan going on 36 months. I need help and I need my 60- day extension granted so that I can pay my loan,Loans,0,0
"I have been repaying a student loan since XXXX the loan was consolidated in XXXX. After consolidation the loan amount was {$27000.00}. I had trouble repaying early on and the loan was put into forbearance. This happened twice. Interest capitalized several times to the amount of {$23000.00}. I have made payments over the years totaling {$60000.00}. I have looked through my account and I do n't understand how I still owe over {$34000.00}. I have reached out to XXXX ( now Navient ) many times over the years and the response has always been "" oh well that 's just how it is ''. If I took out the loan in XXXX and repayment was over 20 years at 8 % and I never deferred payments, I would have paid the loan off in XXXX and total dollar amount of payments would have been {$54000.00}. I take responsibility for my lack of knowledge in how capitalized interest works but I was never counseled by XXXX ( Navient ) on how to manage this debt, even though I asked for help many times. I should n't have {$34000.00} still to pay on my student loan. It feels a lot like the government is profiting from student borrowers lack of understanding.",Loans,0,1
"Hello, I believe that FedLoan Servicing has acted inappropriately by forcing a forbearance on me when I did not ask for one, while they were re-calculating my IDR/IBR payment. Additionally, the forbearance was only for a month ( I seems ), and to add such a large amount of capitalized interest to my principal, all because of a one month forced forbearance, is cruel and excessive. 
The forced forbearance, capitalized approx. $ XXXX and applied it to my principal. I understand this is part of the rules of forbearance, but I did not ask for this forbearance, and even if I accidentally and passively allowed a forbearance because their verbage made it seem required during my re-calculation process, then that in itself was unnecessary and unfair. 
Additionally, the forbearance was only for a month, while they re-calculated and billed me for my new monthly payment. Why should I suffer with a $ XXXX growth of my principal, simply to ask for a re-calculation? 

I was ready and willing to pay my monthly payment during the month of my re-calculation, but there was no set dollar amount to pay, and I was sent EIGHT various and confusing letters solely during the month of XXXX, while I was waiting to find out what the re-calculated payment would be. I had no idea what to pay or when it was due because it kept changing all in the course of one month. 
Come XXXX, I see in my FedLoan online account, that my principal has grown by $ XXXX capitalization. 
What kind of practice is this? FedLoan has failed to process my request appropriately, they are perhaps guilty of purposefully confusing me with letters that state different information, they are guilty of using their forbearance rules to force my principal debt to increase, and they lacked in allowing me a say in the matter. 

I can afford my monthly IDR/IBR payment, but I can not allow them to bully me into growing my principal debt like this. How is this fair? How many other people are they doing this too? Why should such a drastic action be taken when all I asked was for a re-calculation? It is like I was penalized because I could not afford the standard monthly payment, so they said, "" ok, we 'll make a way to get that money by just forcing you into a forbearance and we 'll capitalize on some of your interest ''. 

What can be done about this? 
Why must I suffer financially and have to have loans through a shady servicer? 
Who can help me? Who can help Us Americans who are trying the best we can to repay our student loans? 

Please investigate. The best solution I would like to see from this, is for FedLoans to remove the capitalized interest that they just added to my account, it is an undue and unnecessary burden, inappropriately applied. 
Thank you for your time.",Loans,0,0
I have both Federal and Private loans through Navient.,Loans,1,1
"My loans came due for repayment and I contacted my servicer to consolidate my loans so that I could make one payment to XXXX servicer. Logged in at nslds.ed.gov to get a run down of what I actually owed, $ XXXX completed the necessary application on XXXX/XXXX/2016 with FedLoan Servicing since I already had some of my loans with them. So finally on XXXX/XXXX/2016 they sent me notice that my consolidation was complete and that payment was due. I log in, excited to have it all in one place, and then HORROR! I now owe {$120000.00}. I called them immediately. The customer service representative had little explanation and quickly got me off the phone. While I understand that interest compounds daily on student loans, I do n't think the debt can grow by {$50000.00} in one month. I am not a math genius, but I 'm also not an XXXX. I logged back on to nslds.ed.gov to check what they show and they clearly show {$78000.00}. That sounds more logical. How and what can I do to make this nightmare go away. I already get sick each time I look at this debt but to think that I just got charged for graduate school without attending is a bit sickening.",Loans,0,1
"My servicer, FedLoan/PHEAA, is alleging that dozens of my Public Service Loan Forgiveness payments do not qualify toward my 120 qualifying payments. I have worked for XXXX and I have submitted forms each year according to the instructions on the form. The form clearly stated at one point that if an employee is still at her current job she should write "" today 's date '' on the form. It now has a box that users can check that says "" still employed. '' I filled out my forms each year according to the instructions, either putting "" today 's date '' or checking the box, and now my servicer is not counting each certification as if I employed at that employer. Rather, they are using the "" current '' date as my "" end '' date. 

After filing annual employer certifications for five years, it is astounding to me that my servicer, FedLoan, has been miscounting my certifications all along. Nobody notified me about any of five forms I submitted. I only found all of this out when I had a separate problem with FedLoan. They are now saying that I must go back to my previous employers to have them re-certify my employment. 

After calling FedLoan, they instructed me to only submit forms when I leave employers, rather than submit forms each year. Now I do n't know which advice to follow -- to submit annual employer certifications or just wait until I think my 120 payments is up. What is the point of trying to stay current with my PSLF certifications if I am just going to have to go back and do this all over again?",Loans,1,0
My student loans were transferred to aes in XX/XX/XXXX. I have had nothing but problems since then. In the original documentation received about the change in company I was informed that if my payment fell during a grace period of transition then it would be debited after such grace period. However I logged in to find my student loan was shown overdue and received a letter stating I needed to make a payment. I called to explain this as I am in the ibr program and have been for years and also use direct debit for years. They stood fast and insisted I make a payment so I authorized a one time payment to avoid credit reporting. Then a week later I check my account to find that they deducted a second payment on their own. Now fast forward to XXXX and it is time for my annual recertification of income. I follow the instructions including authorizing my spouses student loans through fafsa website. Next I received a letter dated XX/XX/XXXX that my loan had been recalculated. But they only factored my personal loans and not those of my spouse. Attached is a second letter with instructions to once again authorize them to calculate using my spouse 's information. I find this strange but follow the instructions and call Aes again XX/XX/XXXX to state this was complete and to have them recalculate the payment using this information. Weeks go by with no response until I receive a letter dated XX/XX/XXXX that still shows the original payment amount when only factoring my student loans. Also this letter stated that I made payments ahead ( my XX/XX/XXXX payment ) and therefore I should only be responsible for paying the difference on my next payment. But instead the letter states they are going to take my entire payment amount instead. So once again they are going to double bill me for one payment. I called again today XX/XX/XXXX to try and get an explanation. The company is giving me nothing but a run around. Saying they have a note of my wife 's documentation complete but did not recalculate. Therefore they now want to recalculate my payment again. But in the mean time they assert that the initial payment amount which is incorrectly figured will be deducted on XX/XX/XXXX. I have been in ibr for 10 years now. And I have never seen this level of incompetence or intentional misleading in order to capture larger payment amounts than what should be or extra payments without justification. Please intervene. I fear from searches online that this is commonplace and I am not at all the only one dealing with these issues.,Loans,0,0
"I purchased a vehicle from XXXX XXXX on XX/XX/XXXX, and never received notification from any lender to make payment. On XX/XX/XXXX I was called by fifth third bank by their collections department stating that I was delinquent. I communicated that I knew that I had a auto loan, but had not been notified in writing and made that request. 
The CS stated they could not send anyting in writing, but could take payment over the phone. ( I do not give or send money over the phone because someone calls and does not properly identify the business in writing and I can vet the information ). I got to the office on XX/XX/XXXX and spoke to customer service and requested a payoff and immediatly sent this via mail. ( As they refuse to take payoff via bank draft ). I am still getting calls from this banks collections department even after I have sent the payment in full. Just disgraceful treatment from a incompetent bank that is not following the law.",Loans,0,1
"I have been having issues with Navient for a couple of years now. It gets old having to be paying one loan company then get switched to another. The school that I was attending was online and there is no way I can get information from them. It's like they don't exsist. I was doing good at repaying my loans then had some health issues that has not allowed me to work. I am a XXXX XXXX XXXX mom and take care of XXXX kids. I have no income coming in that is why I have been doing forbearances. In the past I was put on an income based plan, but now I don't work. I can't consolidate my loans to lower my payments. I have sent forms in for discharge of school loans due to my school isn't available online, and I haven't recieved anything back from the loan services. I have even sent emails and had no response. I wanted help to get figure out what I can do with my loans since I don't have any income coming in. The school that I attended kept taking out money from my loans and I wasn't even attending school anymore. There were also books and supplies that I never recieved and they still took money out. I have heard many complaints about Navient. It seems like every time the loan services switch the loans keep getting bigger. I want to get the resolved soon instead of having the student loans reach a point to where it isn't possible to pay back. Having my loans discharged would be great since I can't get any information that I need on XXXX XXXX online.",Loans,0,1
"Navient egregiously over charges on interest rates, particularly for institutions that are overseas. They are also confusing and misleading with information.",Loans,0,1
"I financed a vehicle with Coastal Credit LLC in XX/XX/XXXX, the vehicle was repossessed in XX/XX/XXXX. Coastal Credit LLC reported it on my credit report as an Account written off, with balance of {$8600.00}. However, after they charged it off, they added interest and fees, the balance they are asking me to pay is {$13000.00}. 
I contacted them in several occasions. I contacted them for the first time years ago. Last time I talked to them was last week. They are not willing to set up any type of agreement. They have been rude ever since I gave the car back, I have been threatened with getting my chief of command contacted, which is the President of the United States. I have been willing to work with them but havent received the same treatment on their behalf. They are asking for the full amount of {$13000.00} and they told me they will take me to court if I dont pay the full balance.",Loans,0,1
"I was given a loan on a bad car in the amount of {$21000.00} on XX/XX/XXXX. I called XXXX XXXX on XX/XX/XXXX to find out my remaining balance, a woman on the phone told me {$8000.00}. I subtracted that from the loan amount to find that I already paid {$13000.00}. It was refused as a trade in at XXXX XXXX in XXXX because the car valued at {$1200.00}. I pay biweekly at XXXX XXXX so in a regular month that's about {$400.00}, but there are several months I get paid 3 times so that's about {$600.00}. I never missed or was late with a payment on anything especially this car loan. I paid all repairs out of pocket because I was too scared to go back to them. I found out in XX/XX/XXXX this year that they are being sued for predatory lending. The car valued at less that {$4000.00} when I bought it and they still sold it to me for {$13000.00} at a 19.948 % interest rate and a {$6400.00} finance charge on top of a "" down payment '' of {$1700.00}, which I didn't have anyway and they let me pay off the down payment but I still had a trade in at that time which they valued very low. I got some advice from financial advisors and they told me that if I keep the car I'm losing and if I give it back I'm losing too. I can't sell it for anything close to what I owe still, not counting what I already paid. I filed a complaint with the Attorney General because I know she has a law suit against them for predatory lending. I can't afford a {$600.00} payment next month or ever again and the car isn't worth keeping anyway. I do have a child and a job that requires a vehicle. Basically they charged me {$21000.00} for a vehicle that valued less than {$4000.00} and forced a payment schedule of every payday on me. I never had a choice or say in that. I don't want anything. I only want XXXX XXXXr and CNAC to take back the car and call it even and leave my credit alone.",Loans,0,0
Comenity is  harassing my phone number by calling several times in one day. When I answer and ask who is calling they do not dispose of that information. They give me their personal name and when I inquire what company they are with they will not disclose that information. They keep calling using number  XXXX  from Colorado.,Loans,0,1
